"cause","sex","age","n","rt_upper","rt_lower","rt"
"Congenital heart anomalies","Females","80+ years",880.429,20.3953,5.53824,12.0065
"Other congenital anomalies","Males","0-6 days",815.737,4635.49,640.52,1935.27
"Other congenital anomalies","Males","7-27 days",156.641,282.763,37.1559,124.166
"Other congenital anomalies","Males","28-364 days",258.162,22.1692,6.53096,12.8051
"Other congenital anomalies","Males","1-4 years",143.22,3.2071,0.821374,1.6682
"Other congenital anomalies","Males","5-9 years",44.6297,0.830691,0.195587,0.425674
"Other congenital anomalies","Males","10-14 years",33.1985,0.652494,0.140426,0.328704
"Other congenital anomalies","Males","15-19 years",44.9605,0.87233,0.186813,0.41896
"Other congenital anomalies","Males","20-24 years",44.8725,0.810273,0.187514,0.41196
"Other congenital anomalies","Males","25-29 years",38.448,0.675724,0.151603,0.351978
"Other congenital anomalies","Males","30-34 years",31.6014,0.602163,0.147871,0.309229
"Other congenital anomalies","Males","35-39 years",34.0095,0.694448,0.160321,0.337398
"Other congenital anomalies","Males","40-44 years",44.9475,0.940917,0.159668,0.430157
"Other congenital anomalies","Males","45-49 years",63.4819,1.22705,0.207246,0.568631
"Other congenital anomalies","Males","50-54 years",72.9011,1.4143,0.281343,0.673638
"Other congenital anomalies","Males","55-59 years",77.4333,1.56043,0.334713,0.819865
"Other congenital anomalies","Males","60-64 years",92.8983,2.36232,0.421474,1.16263
"Other congenital anomalies","Males","65-69 years",88.6326,3.23814,0.541123,1.55049
"Other congenital anomalies","Males","70-74 years",95.4238,4.38673,0.843654,2.28573
"Other congenital anomalies","Males","75-79 years",121.054,7.64626,1.20289,3.83438
"Other congenital anomalies","Males","80+ years",393.035,18.7255,3.67343,9.4274
"Other congenital anomalies","Females","0-6 days",590.892,3706.33,473.523,1470.21
"Other congenital anomalies","Females","7-27 days",117.371,231.018,28.3084,97.5394
"Other congenital anomalies","Females","28-364 days",202.856,17.5026,5.75318,10.5455
"Other congenital anomalies","Females","1-4 years",119.121,2.66359,0.822238,1.45315
"Other congenital anomalies","Females","5-9 years",37.9093,0.705197,0.163224,0.378122
"Other congenital anomalies","Females","10-14 years",26.1587,0.549755,0.115048,0.271182
"Other congenital anomalies","Females","15-19 years",32.4401,0.677405,0.134183,0.317184
"Other congenital anomalies","Females","20-24 years",33.0555,0.721101,0.127218,0.319941
"Other congenital anomalies","Females","25-29 years",33.0286,0.724889,0.124639,0.320375
"Other congenital anomalies","Females","30-34 years",24.3237,0.557465,0.0927061,0.246432
"Other congenital anomalies","Females","35-39 years",29.4502,0.681928,0.116537,0.297347
"Other congenital anomalies","Females","40-44 years",34.0023,0.65494,0.143733,0.327005
"Other congenital anomalies","Females","45-49 years",47.7933,0.851528,0.170824,0.420395
"Other congenital anomalies","Females","50-54 years",58.5474,1.0223,0.235791,0.521978
"Other congenital anomalies","Females","55-59 years",67.7008,1.28797,0.302328,0.676742
"Other congenital anomalies","Females","60-64 years",86.0017,1.91946,0.453099,0.993456
"Other congenital anomalies","Females","65-69 years",83.9549,2.51187,0.571986,1.29798
"Other congenital anomalies","Females","70-74 years",91.4945,3.52521,0.763757,1.82778
"Other congenital anomalies","Females","75-79 years",116.833,5.67062,0.896375,2.81
"Other congenital anomalies","Females","80+ years",520.442,14.4251,2.46268,7.09733
"Other infectious diseases","Males","0-6 days",16.3546,77.7548,12.5757,38.7999
"Other infectious diseases","Males","7-27 days",36.9321,59.6074,10.7097,29.2752
"Other infectious diseases","Males","28-364 days",69.2726,8.05846,0.925888,3.43599
"Other infectious diseases","Males","1-4 years",34.3189,0.90491,0.151068,0.399739
"Other infectious diseases","Males","5-9 years",12.3082,0.252685,0.0349275,0.117394
"Other infectious diseases","Males","10-14 years",9.70311,0.205965,0.0304655,0.0960722
"Other infectious diseases","Males","15-19 years",16.7444,0.3333,0.0513962,0.156031
"Other infectious diseases","Males","20-24 years",20.4082,0.381775,0.0696523,0.187361
"Other infectious diseases","Males","25-29 years",24.2573,0.465955,0.0942312,0.222068
"Other infectious diseases","Males","30-34 years",28.5947,0.615739,0.116128,0.279808
"Other infectious diseases","Males","35-39 years",40.0955,0.787993,0.162619,0.397775
"Other infectious diseases","Males","40-44 years",58.7752,1.17927,0.226215,0.562491
"Other infectious diseases","Males","45-49 years",90.2795,1.62596,0.334506,0.808667
"Other infectious diseases","Males","50-54 years",126.454,2.46541,0.424063,1.16849
"Other infectious diseases","Males","55-59 years",168.067,3.46244,0.635676,1.7795
"Other infectious diseases","Males","60-64 years",222.564,5.68292,0.834812,2.78541
"Other infectious diseases","Males","65-69 years",226.749,7.70778,1.2758,3.96661
"Other infectious diseases","Males","70-74 years",240.368,10.9038,1.81441,5.75763
"Other infectious diseases","Males","75-79 years",284.454,20.0576,2.4344,9.01002
"Other infectious diseases","Males","80+ years",742.761,34.113,6.31484,17.816
"Other infectious diseases","Females","0-6 days",12.7784,65.4586,10.1461,31.7941
"Other infectious diseases","Females","7-27 days",27.8579,44.3006,9.05445,23.1508
"Other infectious diseases","Females","28-364 days",47.9138,5.60343,0.699655,2.49081
"Other infectious diseases","Females","1-4 years",25.9124,0.667407,0.111627,0.316105
"Other infectious diseases","Females","5-9 years",9.72291,0.226681,0.0333851,0.0969801
"Other infectious diseases","Females","10-14 years",8.47924,0.180982,0.0312176,0.0879024
"Other infectious diseases","Females","15-19 years",13.9868,0.300567,0.0541255,0.136756
"Other infectious diseases","Females","20-24 years",13.8339,0.293179,0.0532991,0.133897
"Other infectious diseases","Females","25-29 years",15.6524,0.331621,0.0579112,0.151827
"Other infectious diseases","Females","30-34 years",19.4795,0.407028,0.0788403,0.197354
"Other infectious diseases","Females","35-39 years",26.6864,0.548783,0.105043,0.269441
"Other infectious diseases","Females","40-44 years",36.8699,0.696889,0.13551,0.354584
"Other infectious diseases","Females","45-49 years",62.5242,1.07783,0.232923,0.54997
"Other infectious diseases","Females","50-54 years",83.7239,1.49268,0.269358,0.746439
"Other infectious diseases","Females","55-59 years",129.258,2.78226,0.466474,1.29207
"Other infectious diseases","Females","60-64 years",176.443,4.10576,0.615154,2.0382
"Other infectious diseases","Females","65-69 years",186.067,5.94685,0.851074,2.87668
"Other infectious diseases","Females","70-74 years",201.883,8.3195,1.04096,4.03299
"Other infectious diseases","Females","75-79 years",243.955,11.5017,1.73484,5.86749
"Other infectious diseases","Females","80+ years",980.297,27.6786,3.82759,13.3684
"Protein-energy malnutrition","Males","7-27 days",0,0,0,0
"Protein-energy malnutrition","Males","28-364 days",5.18977,0.540355,0.10848,0.257418
"Protein-energy malnutrition","Males","1-4 years",4.07643,0.100383,0.0181999,0.0474813
"Protein-energy malnutrition","Males","5-9 years",1.07794,0.0203672,0.00374986,0.0102813
"Protein-energy malnutrition","Males","10-14 years",0.943841,0.0202111,0.00317366,0.00934514
"Protein-energy malnutrition","Males","15-19 years",1.43944,0.0273985,0.00519538,0.0134133
"Protein-energy malnutrition","Males","20-24 years",1.75594,0.0319502,0.00690354,0.0161207
"Protein-energy malnutrition","Males","25-29 years",3.203,0.0576735,0.0118421,0.0293223
"Protein-energy malnutrition","Males","30-34 years",3.03938,0.0574653,0.0127733,0.0297413
"Protein-energy malnutrition","Males","35-39 years",5.26807,0.104055,0.0243202,0.0522629
"Protein-energy malnutrition","Males","40-44 years",10.2691,0.184585,0.0455265,0.0982772
"Protein-energy malnutrition","Males","45-49 years",19.3908,0.333171,0.0728629,0.173691
"Protein-energy malnutrition","Males","50-54 years",32.6977,0.550439,0.14368,0.302141
"Protein-energy malnutrition","Males","55-59 years",43.2963,0.82584,0.224627,0.458422
"Protein-energy malnutrition","Males","60-64 years",66.4399,1.50115,0.408999,0.831504
"Protein-energy malnutrition","Males","65-69 years",80.921,2.45806,0.68493,1.41559
"Protein-energy malnutrition","Males","70-74 years",119.719,4.85775,1.42534,2.86769
"Protein-energy malnutrition","Males","75-79 years",182.422,9.44815,2.97787,5.77818
"Protein-energy malnutrition","Males","80+ years",1119.7,45.3623,14.3025,26.8572
"Protein-energy malnutrition","Females","7-27 days",0,0,0,0
"Protein-energy malnutrition","Females","28-364 days",4.1398,0.457163,0.0891466,0.215208
"Protein-energy malnutrition","Females","1-4 years",3.69182,0.099051,0.0165503,0.0450365
"Protein-energy malnutrition","Females","5-9 years",1.20158,0.0261221,0.00389042,0.011985
"Protein-energy malnutrition","Females","10-14 years",1.01737,0.0227171,0.00303176,0.0105469
"Protein-energy malnutrition","Females","15-19 years",1.21737,0.0256966,0.00391638,0.0119029
"Protein-energy malnutrition","Females","20-24 years",1.56196,0.0313068,0.005804,0.0151181
"Protein-energy malnutrition","Females","25-29 years",2.31171,0.0435071,0.00959165,0.0224235
"Protein-energy malnutrition","Females","30-34 years",3.37429,0.0643778,0.0153251,0.0341861
"Protein-energy malnutrition","Females","35-39 years",7.23097,0.142785,0.0305538,0.0730082
"Protein-energy malnutrition","Females","40-44 years",12.1596,0.23793,0.0516154,0.116941
"Protein-energy malnutrition","Females","45-49 years",23.3613,0.384971,0.085109,0.205489
"Protein-energy malnutrition","Females","50-54 years",30.3623,0.529532,0.106847,0.270695
"Protein-energy malnutrition","Females","55-59 years",43.4302,0.841381,0.163628,0.434131
"Protein-energy malnutrition","Females","60-64 years",65.0933,1.44477,0.281561,0.751931
"Protein-energy malnutrition","Females","65-69 years",79.8795,2.09378,0.524459,1.23497
"Protein-energy malnutrition","Females","70-74 years",135.294,4.83028,1.17632,2.70275
"Protein-energy malnutrition","Females","75-79 years",230.887,9.3784,2.64424,5.55319
"Protein-energy malnutrition","Females","80+ years",2411.57,52.4465,16.6168,32.8868
"Drowning","Males","0-6 days",1.26922,5.33735,1.71337,3.01113
"Drowning","Males","7-27 days",0.392865,0.545117,0.157939,0.311414
"Drowning","Males","28-364 days",26.5689,2.40717,0.697377,1.31784
"Drowning","Males","1-4 years",331.798,6.83166,2.08097,3.86471
"Drowning","Males","5-9 years",107.225,1.63726,0.622726,1.0227
"Drowning","Males","10-14 years",104.388,1.81284,0.575636,1.03356
"Drowning","Males","15-19 years",336.321,5.28879,1.83727,3.13397
"Drowning","Males","20-24 years",367.886,6.31227,1.93935,3.37744
"Drowning","Males","25-29 years",263.697,4.2792,1.45217,2.41405
"Drowning","Males","30-34 years",196.711,3.34915,1.13101,1.92488
"Drowning","Males","35-39 years",191.372,3.13115,1.12545,1.89854
"Drowning","Males","40-44 years",218.882,3.42779,1.29031,2.09475
"Drowning","Males","45-49 years",261.458,3.66476,1.35251,2.34198
"Drowning","Males","50-54 years",242.747,3.65041,1.26398,2.24309
"Drowning","Males","55-59 years",204.505,3.48842,1.20743,2.1653
"Drowning","Males","60-64 years",177.966,3.72576,1.09464,2.22727
"Drowning","Males","65-69 years",125.207,3.78137,1.12577,2.19029
"Drowning","Males","70-74 years",110.969,4.44323,1.28693,2.65809
"Drowning","Males","75-79 years",95.1605,5.69354,1.45687,3.01419
"Drowning","Males","80+ years",176.464,7.39104,2.24707,4.2327
"Drowning","Females","0-6 days",0.608856,2.58758,0.792852,1.51491
"Drowning","Females","7-27 days",0.145655,0.248198,0.0567333,0.121044
"Drowning","Females","28-364 days",21.0263,2.20382,0.469092,1.09306
"Drowning","Females","1-4 years",176.581,3.78473,1.09954,2.1541
"Drowning","Females","5-9 years",43.0915,0.79409,0.212939,0.429811
"Drowning","Females","10-14 years",34.4435,0.629893,0.18211,0.357068
"Drowning","Females","15-19 years",37.8793,0.63883,0.193159,0.370365
"Drowning","Females","20-24 years",40.6982,0.694189,0.218984,0.393914
"Drowning","Females","25-29 years",34.1662,0.608531,0.174342,0.33141
"Drowning","Females","30-34 years",32.276,0.567194,0.168046,0.326999
"Drowning","Females","35-39 years",37.5378,0.64098,0.205594,0.379004
"Drowning","Females","40-44 years",52.0726,0.875568,0.266814,0.500791
"Drowning","Females","45-49 years",60.6079,0.960757,0.246572,0.533114
"Drowning","Females","50-54 years",57.667,0.914348,0.237203,0.514129
"Drowning","Females","55-59 years",48.2607,0.893559,0.225828,0.482417
"Drowning","Females","60-64 years",46.6771,0.974174,0.22707,0.539195
"Drowning","Females","65-69 years",38.8254,1.08069,0.266376,0.600258
"Drowning","Females","70-74 years",34.8741,1.28041,0.348067,0.696676
"Drowning","Females","75-79 years",39.0268,1.70864,0.445891,0.938654
"Drowning","Females","80+ years",109.2,2.51195,0.803788,1.48917
"Pneumoconiosis","Males","1-4 years",0.605652,0.0198921,0.00184526,0.00705449
"Pneumoconiosis","Males","5-9 years",0.145954,0.00327656,0.000407031,0.00139209
"Pneumoconiosis","Males","10-14 years",0.283162,0.00701775,0.00076271,0.00280364
"Pneumoconiosis","Males","15-19 years",0.269585,0.00499622,0.0010307,0.00251209
"Pneumoconiosis","Males","20-24 years",0.407217,0.00705187,0.00158751,0.00373853
"Pneumoconiosis","Males","25-29 years",0.558397,0.00995483,0.00228193,0.00511194
"Pneumoconiosis","Males","30-34 years",0.833727,0.0157681,0.0034575,0.00815828
"Pneumoconiosis","Males","35-39 years",1.8278,0.0332312,0.00831183,0.018133
"Pneumoconiosis","Males","40-44 years",5.20695,0.0911941,0.0231589,0.0498316
"Pneumoconiosis","Males","45-49 years",13.5286,0.222028,0.0554892,0.121181
"Pneumoconiosis","Males","50-54 years",33.82,0.596094,0.139908,0.312512
"Pneumoconiosis","Males","55-59 years",64.8598,1.46798,0.278141,0.686736
"Pneumoconiosis","Males","60-64 years",129.596,3.22909,0.700188,1.62191
"Pneumoconiosis","Males","65-69 years",189.722,6.65523,1.53579,3.31889
"Pneumoconiosis","Males","70-74 years",286.513,12.9282,3.31629,6.86296
"Pneumoconiosis","Males","75-79 years",407.897,24.425,6.22967,12.9201
"Pneumoconiosis","Males","80+ years",1545.02,67.0311,18.3076,37.0591
"Pneumoconiosis","Females","1-4 years",0.255171,0.0088044,0.000557239,0.00311283
"Pneumoconiosis","Females","5-9 years",0.0708351,0.00326857,5.36421e-05,0.000706536
"Pneumoconiosis","Females","10-14 years",0.128078,0.00529211,0.000180635,0.00132776
"Pneumoconiosis","Females","15-19 years",0.0661403,0.00221101,9.23886e-05,0.000646688
"Pneumoconiosis","Females","20-24 years",0.0847758,0.00301087,0.000120042,0.000820536
"Pneumoconiosis","Females","25-29 years",0.118284,0.00328398,0.000275819,0.00114735
"Pneumoconiosis","Females","30-34 years",0.317205,0.0068287,0.00122857,0.00321372
"Pneumoconiosis","Females","35-39 years",0.799747,0.0150176,0.00381994,0.00807473
"Pneumoconiosis","Females","40-44 years",2.0234,0.0357826,0.00933559,0.0194593
"Pneumoconiosis","Females","45-49 years",4.93919,0.0875137,0.019214,0.0434457
"Pneumoconiosis","Females","50-54 years",11.9581,0.192732,0.0507391,0.106612
"Pneumoconiosis","Females","55-59 years",23.8183,0.446379,0.112305,0.238089
"Pneumoconiosis","Females","60-64 years",44.258,0.977555,0.23499,0.51125
"Pneumoconiosis","Females","65-69 years",61.318,1.63881,0.477445,0.948003
"Pneumoconiosis","Females","70-74 years",92.8614,3.44639,0.893222,1.85508
"Pneumoconiosis","Females","75-79 years",144.361,6.6063,1.69267,3.4721
"Pneumoconiosis","Females","80+ years",1148.04,29.6269,7.165,15.656
"Larynx cancer","Males","15-19 years",0.199245,0.00565112,0.000259463,0.00185664
"Larynx cancer","Males","20-24 years",0.772408,0.0195622,0.00216373,0.00709122
"Larynx cancer","Males","25-29 years",0.82402,0.0194879,0.00213244,0.00754362
"Larynx cancer","Males","30-34 years",2.24302,0.0579505,0.00697072,0.0219486
"Larynx cancer","Males","35-39 years",7.96523,0.183489,0.0260008,0.0790206
"Larynx cancer","Males","40-44 years",38.1425,0.828332,0.139087,0.365032
"Larynx cancer","Males","45-49 years",120.846,2.15973,0.450693,1.08246
"Larynx cancer","Males","50-54 years",269.741,5.4395,1.05431,2.49252
"Larynx cancer","Males","55-59 years",376.543,7.92648,1.87566,3.98684
"Larynx cancer","Males","60-64 years",479.629,11.3184,2.68636,6.00262
"Larynx cancer","Males","65-69 years",454.492,15.6835,3.26917,7.95062
"Larynx cancer","Males","70-74 years",397.421,17.8604,4.23329,9.51959
"Larynx cancer","Males","75-79 years",348.024,21.7063,4.45474,11.0236
"Larynx cancer","Males","80+ years",630.608,29.8891,6.64664,15.1259
"Larynx cancer","Females","15-19 years",0.0575578,0.00306702,2.94396e-05,0.000562772
"Larynx cancer","Females","20-24 years",0.294863,0.0150691,0.000133117,0.00285395
"Larynx cancer","Females","25-29 years",0.946082,0.0483593,0.000453191,0.00917693
"Larynx cancer","Females","30-34 years",1.49267,0.0592539,0.001488,0.0151228
"Larynx cancer","Females","35-39 years",3.9334,0.136457,0.00536068,0.039714
"Larynx cancer","Females","40-44 years",15.1097,0.365056,0.0428169,0.145312
"Larynx cancer","Females","45-49 years",41.1622,0.944686,0.105717,0.362068
"Larynx cancer","Females","50-54 years",76.4044,1.5579,0.231464,0.681182
"Larynx cancer","Females","55-59 years",106.274,2.52433,0.379094,1.06232
"Larynx cancer","Females","60-64 years",135.764,3.28326,0.660832,1.56829
"Larynx cancer","Females","65-69 years",142.281,4.827,0.804801,2.19973
"Larynx cancer","Females","70-74 years",136.187,5.55505,1.07651,2.72059
"Larynx cancer","Females","75-79 years",106.422,4.74524,1.22905,2.55962
"Larynx cancer","Females","80+ years",204.29,5.52562,1.03746,2.78592
"Asthma","Males","1-4 years",21.6835,0.527037,0.0880742,0.252564
"Asthma","Males","5-9 years",28.0321,0.508157,0.0845694,0.267367
"Asthma","Males","10-14 years",33.3973,0.611985,0.138353,0.330672
"Asthma","Males","15-19 years",40.7902,0.686403,0.175297,0.380099
"Asthma","Males","20-24 years",48.9169,0.797506,0.199318,0.449089
"Asthma","Males","25-29 years",50.0554,0.814255,0.192653,0.45824
"Asthma","Males","30-34 years",43.4786,0.782139,0.201549,0.425452
"Asthma","Males","35-39 years",51.8254,0.890021,0.251721,0.514144
"Asthma","Males","40-44 years",67.3708,1.07243,0.367561,0.644753
"Asthma","Males","45-49 years",97.0666,1.38836,0.512297,0.869462
"Asthma","Males","50-54 years",118.825,1.9917,0.600364,1.09799
"Asthma","Males","55-59 years",108.671,2.34153,0.663682,1.15061
"Asthma","Males","60-64 years",113.033,3.35565,0.765274,1.41462
"Asthma","Males","65-69 years",110.505,4.97572,1.01014,1.9331
"Asthma","Males","70-74 years",101.914,6.60619,1.28627,2.44119
"Asthma","Males","75-79 years",110.518,8.859,1.91697,3.50065
"Asthma","Males","80+ years",357.268,19.1467,4.9477,8.56948
"Asthma","Females","1-4 years",15.0853,0.38974,0.0688248,0.184025
"Asthma","Females","5-9 years",14.4779,0.268789,0.0624942,0.144408
"Asthma","Females","10-14 years",20.298,0.375479,0.0978156,0.210424
"Asthma","Females","15-19 years",27.9758,0.515906,0.117229,0.273534
"Asthma","Females","20-24 years",31.1086,0.565479,0.134392,0.301097
"Asthma","Females","25-29 years",33.2662,0.567189,0.162693,0.322679
"Asthma","Females","30-34 years",43.1831,0.738482,0.232847,0.437504
"Asthma","Females","35-39 years",59.9704,1.00679,0.336034,0.605497
"Asthma","Females","40-44 years",96.6322,1.50004,0.527793,0.929328
"Asthma","Females","45-49 years",151.983,2.09186,0.809628,1.33686
"Asthma","Females","50-54 years",180.01,2.57974,0.951955,1.60488
"Asthma","Females","55-59 years",174.741,2.94243,1.11549,1.74672
"Asthma","Females","60-64 years",184.359,3.32036,1.32471,2.12964
"Asthma","Females","65-69 years",161.335,4.01803,1.6244,2.4943
"Asthma","Females","70-74 years",171.161,5.38753,2.24002,3.41926
"Asthma","Females","75-79 years",185.752,6.98758,2.98192,4.46762
"Asthma","Females","80+ years",940.935,18.193,8.29791,12.8316
"Pancreatitis","Males","1-4 years",1.31164,0.0257543,0.00778695,0.0152777
"Pancreatitis","Males","5-9 years",0.904585,0.0175613,0.00378529,0.00862784
"Pancreatitis","Males","10-14 years",1.37468,0.0321933,0.00555864,0.0136109
"Pancreatitis","Males","15-19 years",3.90083,0.0704654,0.0176058,0.0363495
"Pancreatitis","Males","20-24 years",9.95597,0.176842,0.0389402,0.0914024
"Pancreatitis","Males","25-29 years",28.6817,0.538678,0.110414,0.262572
"Pancreatitis","Males","30-34 years",41.4776,0.814003,0.171354,0.405871
"Pancreatitis","Males","35-39 years",61.373,1.16937,0.279648,0.608863
"Pancreatitis","Males","40-44 years",105.143,1.75711,0.494587,1.00624
"Pancreatitis","Males","45-49 years",153.678,2.19956,0.741391,1.37655
"Pancreatitis","Males","50-54 years",180.323,2.70478,0.898337,1.66626
"Pancreatitis","Males","55-59 years",176.008,2.98205,0.984177,1.86358
"Pancreatitis","Males","60-64 years",196.597,3.97102,1.37005,2.46043
"Pancreatitis","Males","65-69 years",185.893,5.12964,1.77851,3.2519
"Pancreatitis","Males","70-74 years",185.9,7.13662,2.32266,4.45293
"Pancreatitis","Males","75-79 years",180.521,8.82294,3.24539,5.71796
"Pancreatitis","Males","80+ years",461.56,18.3974,6.31259,11.071
"Pancreatitis","Females","1-4 years",1.31786,0.0317007,0.00720267,0.0160766
"Pancreatitis","Females","5-9 years",1.24722,0.0270739,0.00504851,0.0124403
"Pancreatitis","Females","10-14 years",2.1766,0.0471534,0.00939088,0.0225643
"Pancreatitis","Females","15-19 years",2.97065,0.0602404,0.0114732,0.0290456
"Pancreatitis","Females","20-24 years",7.69545,0.147391,0.0298977,0.0744835
"Pancreatitis","Females","25-29 years",12.2515,0.236201,0.0493683,0.118839
"Pancreatitis","Females","30-34 years",16.2546,0.329054,0.0664676,0.164681
"Pancreatitis","Females","35-39 years",29.2167,0.550952,0.145428,0.29499
"Pancreatitis","Females","40-44 years",50.7321,0.876432,0.245059,0.487899
"Pancreatitis","Females","45-49 years",71.5698,1.12117,0.302805,0.629536
"Pancreatitis","Females","50-54 years",89.9244,1.4673,0.391852,0.80172
"Pancreatitis","Females","55-59 years",98.2801,1.68613,0.50842,0.982414
"Pancreatitis","Females","60-64 years",116.324,2.16234,0.761359,1.34372
"Pancreatitis","Females","65-69 years",117.387,2.816,1.07519,1.81486
"Pancreatitis","Females","70-74 years",148.523,4.7819,1.78237,2.96704
"Pancreatitis","Females","75-79 years",187.621,6.94871,2.71743,4.51257
"Pancreatitis","Females","80+ years",853.405,18.3497,6.69465,11.638
"Multiple sclerosis","Males","5-9 years",0,0,0,0
"Multiple sclerosis","Males","10-14 years",0,0,0,0
"Multiple sclerosis","Males","15-19 years",0,0,0,0
"Multiple sclerosis","Males","20-24 years",3.26174,0.0569066,0.0134654,0.0299449
"Multiple sclerosis","Males","25-29 years",6.40225,0.117946,0.0249422,0.0586104
"Multiple sclerosis","Males","30-34 years",13.8614,0.294554,0.0487696,0.135638
"Multiple sclerosis","Males","35-39 years",28.0571,0.550134,0.109215,0.278346
"Multiple sclerosis","Males","40-44 years",57.0958,1.14049,0.206704,0.546419
"Multiple sclerosis","Males","45-49 years",108.552,2.03504,0.388219,0.972343
"Multiple sclerosis","Males","50-54 years",163.644,3.07525,0.625736,1.51214
"Multiple sclerosis","Males","55-59 years",176.075,3.75716,0.832892,1.86428
"Multiple sclerosis","Males","60-64 years",195.466,5.42704,0.970963,2.44628
"Multiple sclerosis","Males","65-69 years",136.94,5.19063,0.881692,2.39555
"Multiple sclerosis","Males","70-74 years",109.642,5.55328,1.01807,2.6263
"Multiple sclerosis","Males","75-79 years",87.0528,6.82552,1.01514,2.75738
"Multiple sclerosis","Males","80+ years",97.5601,6.02931,0.754001,2.34009
"Multiple sclerosis","Females","5-9 years",0,0,0,0
"Multiple sclerosis","Females","10-14 years",0,0,0,0
"Multiple sclerosis","Females","15-19 years",0,0,0,0
"Multiple sclerosis","Females","20-24 years",4.63356,0.0985197,0.0156197,0.0448478
"Multiple sclerosis","Females","25-29 years",11.7711,0.262702,0.0386205,0.114179
"Multiple sclerosis","Females","30-34 years",24.6451,0.5081,0.0837226,0.249688
"Multiple sclerosis","Females","35-39 years",53.3005,1.1527,0.194895,0.538154
"Multiple sclerosis","Females","40-44 years",108.368,2.02535,0.431364,1.04219
"Multiple sclerosis","Females","45-49 years",198.822,3.28173,0.799853,1.74886
"Multiple sclerosis","Females","50-54 years",280.957,4.83664,1.22733,2.50487
"Multiple sclerosis","Females","55-59 years",320.945,6.35739,1.47069,3.20819
"Multiple sclerosis","Females","60-64 years",328.612,7.90116,1.61132,3.79598
"Multiple sclerosis","Females","65-69 years",252.939,8.27842,1.62648,3.91055
"Multiple sclerosis","Females","70-74 years",191.74,8.78927,1.64375,3.83037
"Multiple sclerosis","Females","75-79 years",152.716,8.21158,1.5115,3.67305
"Multiple sclerosis","Females","80+ years",228.292,7.26661,1.15115,3.11325
"Endocarditis","Males","0-6 days",0.221391,0.83826,0.298117,0.525234
"Endocarditis","Males","7-27 days",0.539523,0.771206,0.202078,0.427667
"Endocarditis","Males","28-364 days",7.64153,0.742074,0.166579,0.379028
"Endocarditis","Males","1-4 years",3.28275,0.0645321,0.018943,0.0382367
"Endocarditis","Males","5-9 years",1.39438,0.0237021,0.00678388,0.0132995
"Endocarditis","Males","10-14 years",1.41341,0.0233461,0.00746678,0.0139944
"Endocarditis","Males","15-19 years",3.01006,0.0456258,0.0148788,0.0280489
"Endocarditis","Males","20-24 years",7.96014,0.130547,0.0378654,0.0730794
"Endocarditis","Males","25-29 years",12.9864,0.223585,0.0560935,0.118886
"Endocarditis","Males","30-34 years",18.3483,0.32809,0.0781255,0.179544
"Endocarditis","Males","35-39 years",27.2058,0.518105,0.12551,0.269901
"Endocarditis","Males","40-44 years",46.4415,0.871625,0.190987,0.444455
"Endocarditis","Males","45-49 years",76.8059,1.24694,0.323295,0.687979
"Endocarditis","Males","50-54 years",110.39,1.92723,0.477903,1.02005
"Endocarditis","Males","55-59 years",119.585,2.26979,0.616486,1.26617
"Endocarditis","Males","60-64 years",132.362,2.96679,0.857026,1.65653
"Endocarditis","Males","65-69 years",137.569,4.10653,1.25158,2.40656
"Endocarditis","Males","70-74 years",155.109,6.05437,1.91693,3.71539
"Endocarditis","Males","75-79 years",183.663,9.32781,3.11879,5.8175
"Endocarditis","Males","80+ years",583.699,21.6682,7.78443,14.0007
"Endocarditis","Females","0-6 days",0.189575,0.789146,0.235625,0.471686
"Endocarditis","Females","7-27 days",0.449142,0.617206,0.184406,0.373252
"Endocarditis","Females","28-364 days",4.25846,0.420938,0.0837268,0.221377
"Endocarditis","Females","1-4 years",2.28404,0.0514759,0.00994632,0.027863
"Endocarditis","Females","5-9 years",1.09025,0.0216229,0.00380851,0.0108746
"Endocarditis","Females","10-14 years",1.14583,0.0236531,0.0052225,0.0118785
"Endocarditis","Females","15-19 years",2.9237,0.0514576,0.0149827,0.0285866
"Endocarditis","Females","20-24 years",6.38732,0.118102,0.0297186,0.0618222
"Endocarditis","Females","25-29 years",7.80302,0.143605,0.0371683,0.0756888
"Endocarditis","Females","30-34 years",10.5048,0.197115,0.0532643,0.106428
"Endocarditis","Females","35-39 years",19.0194,0.347883,0.0989796,0.192031
"Endocarditis","Females","40-44 years",29.6029,0.499893,0.144193,0.284696
"Endocarditis","Females","45-49 years",50.9765,0.855735,0.170534,0.448396
"Endocarditis","Females","50-54 years",65.4168,1.12165,0.245848,0.583223
"Endocarditis","Females","55-59 years",72.9791,1.43522,0.296099,0.729504
"Endocarditis","Females","60-64 years",96.5065,2.07778,0.482146,1.1148
"Endocarditis","Females","65-69 years",112.315,3.31321,0.71796,1.73643
"Endocarditis","Females","70-74 years",132.261,4.36151,1.17039,2.64216
"Endocarditis","Females","75-79 years",174.004,7.10364,1.9364,4.18507
"Endocarditis","Females","80+ years",837.65,17.4481,5.64138,11.4231
"Assault by sharp object","Males","0-6 days",0.734098,3.80501,0.893044,1.74159
"Assault by sharp object","Males","7-27 days",0.16421,0.254315,0.0656673,0.130166
"Assault by sharp object","Males","28-364 days",2.23525,0.215437,0.044686,0.110871
